Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   49550/12691904     nk_draw_text [74]
                0.00    0.00 2519840/12691904     nk_draw_vertex_color [20]
                0.00    0.00 10079352/12691904     nk_draw_vertex_element [19]
[49]     0.0    0.00    0.00 12691904         nk_triangle_from_direction [49]
                0.00    0.00   14983/8624231     nk_vec2 [15]
-----------------------------------------------
                0.00    0.00       2/84          program_start [1]
                0.00    0.00      41/84          threadm_start_load_texture_file [54]
                0.00    0.00      41/84          state_clear_scene_dbg [53]
[50]     0.0    0.00    0.00      84         threadm_load_texture_arr [50]
                0.00    0.00      41/6084        state_entity_add_from_template [30]
                0.00    0.00      82/82          thread_queue_init [311]
                0.00    0.00       8/49          thread_timer_wait [317]
-----------------------------------------------
                                                 <spontaneous>
[51]     0.0    0.00    0.00                 nk_draw_button_text [51]
                0.00    0.00   10002/8624231     nk_vec2 [15]
                0.00    0.00   10002/129074      nk_image_color [181]
                0.00    0.00   10002/54545       nk_spacing [192]
-----------------------------------------------
                0.00    0.00     999/999         renderer_update [24]
[52]     0.0    0.00    0.00     999         renderer_extra_draw_scene_outline [52]
                0.00    0.00      22/1022        renderer_extra_draw_scene_mouse_pick [44]
                0.00    0.00     999/3996        framebuffer_delete [241]
                0.00    0.00     999/48315       stbds_rand_seed [194]
                0.00    0.00     999/3996        framebuffer_unbind [242]
                0.00    0.00     999/19044       state_entity_remove_child [211]
-----------------------------------------------
                                                 <spontaneous>
[53]     0.0    0.00    0.00                 state_clear_scene_dbg [53]
                0.00    0.00      41/84          threadm_load_texture_arr [50]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.0    0.00    0.00                 threadm_start_load_texture_file [54]
                0.00    0.00      41/84          threadm_load_texture_arr [50]
-----------------------------------------------
                                   1             save_sys_write_structure_to_file [55]
                0.00    0.00       1/1           save_sys_deserialize_terrain_layout [56]
[55]     0.0    0.00    0.00       1+1       save_sys_write_structure_to_file [55]
                0.00    0.00   10003/8322252     phys_debug_draw_aabb_func [21]
                0.00    0.00       3/754762      serialization_serialize_vec3 [163]
                0.00    0.00       1/140958      stbds_hash_string [180]
                                   1             save_sys_write_structure_to_file [55]
-----------------------------------------------
                                                 <spontaneous>
[56]     0.0    0.00    0.00                 save_sys_deserialize_terrain_layout [56]
                0.00    0.00       1/1           save_sys_write_structure_to_file [55]
                0.00    0.00       1/72          file_io_write_bytes_dbg [312]
-----------------------------------------------
                                                 <spontaneous>
[57]     0.0    0.00    0.00                 save_sys_get_structure_idxs [57]
                0.00    0.00   10000/8322252     phys_debug_draw_aabb_func [21]
-----------------------------------------------
                                                 <spontaneous>
[58]     0.0    0.00    0.00                 nk_panel_begin [58]
                0.00    0.00    3996/8624231     nk_vec2 [15]
                0.00    0.00    5007/12691904     nk_triangle_from_direction [49]
                0.00    0.00   20016/237986      nk__next [172]
                0.00    0.00    7007/61360       nk_fill_rect [190]
                0.00    0.00    5007/154152      nk_layout_reset_min_row_height [176]
                0.00    0.00    5007/70104       nk_vec2iv [188]
                0.00    0.00    5007/15021       nk_push_scissor [218]
                0.00    0.00    4995/8120        nk_rect_size [225]
                0.00    0.00    3996/94527       nk_strlen [184]
                0.00    0.00    3996/467790      nk_font_korean_glyph_ranges [166]
                0.00    0.00    3996/54545       nk_spacing [192]
                0.00    0.00    2997/129074      nk_image_color [181]
                0.00    0.00    2994/18136       nk_input_is_mouse_hovering_rect [213]
-----------------------------------------------
                                                 <spontaneous>
[59]     0.0    0.00    0.00                 nk_draw_symbol [59]
                0.00    0.00    3996/8624231     nk_vec2 [15]
                0.00    0.00    4994/12691904     nk_triangle_from_direction [49]
                0.00    0.00    4995/4995        nk_fill_triangle [237]
                0.00    0.00    3996/54545       nk_spacing [192]
-----------------------------------------------
                0.00    0.00       2/2000        assetm_check_texture_tex_file_func [85]
                0.00    0.00    1998/2000        gui_update [4]
[60]     0.0    0.00    0.00    2000         gui_top_bar_win [60]
                0.00    0.00    2997/8624231     nk_vec2 [15]
                0.00    0.00    1998/4995        nk_begin [106]
                0.00    0.00       1/12          nk_group_end [123]
                0.00    0.00    2997/56965       nk_layout_row_push [191]
                0.00    0.00    2997/2997        nk_menu_begin_label [257]
                0.00    0.00    1998/5007        nk_end [234]
                0.00    0.00    1998/2997        nk_window_is_collapsed [260]
                0.00    0.00     999/48315       stbds_rand_seed [194]
                0.00    0.00     999/999         nk_menubar_begin [286]
                0.00    0.00     999/47963       nk_layout_row_begin [196]
                0.00    0.00     999/53947       window_set_mode [193]
                0.00    0.00       2/2           nk_window_collapse [358]
                0.00    0.00       2/7004        nk_button_label [228]
                0.00    0.00       1/1           nk_layout_row_end [379]
                0.00    0.00       1/12053       nk_layout_row_dynamic [221]
                0.00    0.00       1/4           assetm_init [347]
-----------------------------------------------
                                                 <spontaneous>
[61]     0.0    0.00    0.00                 nk_tree_state_base [61]
                0.00    0.00    2997/8624231     nk_vec2 [15]
                0.00    0.00    5994/61360       nk_fill_rect [190]
                0.00    0.00    5994/129074      nk_image_color [181]
                0.00    0.00    2997/2997        nk_layout_set_min_row_height [256]
                0.00    0.00    2997/12053       nk_layout_row_dynamic [221]
                0.00    0.00    2997/154152      nk_layout_reset_min_row_height [176]
                0.00    0.00    2997/63086       nk_widget [189]
                0.00    0.00    2997/8120        nk_rect_size [225]
                0.00    0.00    2997/94527       nk_strlen [184]
                0.00    0.00    2997/54545       nk_spacing [192]
-----------------------------------------------
                0.00    0.00     999/999         gui_update [4]
[62]     0.0    0.00    0.00     999         nk_glfw3_new_frame [62]
                0.00    0.00     999/999         nk_input_begin [64]
                0.00    0.00     999/8624231     nk_vec2 [15]
                0.00    0.00   18981/18981       nk_input_key [212]
                0.00    0.00    3996/3996        nk_input_button [244]
                0.00    0.00     999/999         nk_input_motion [284]
                0.00    0.00     999/999         nk_input_scroll [285]
                0.00    0.00     999/999         nk_input_end [283]
-----------------------------------------------
                                                 <spontaneous>
[63]     0.0    0.00    0.00                 nk_textedit_clear_state [63]
                0.00    0.00    1998/8624231     nk_vec2 [15]
-----------------------------------------------
                0.00    0.00     999/999         nk_glfw3_new_frame [62]
[64]     0.0    0.00    0.00     999         nk_input_begin [64]
                0.00    0.00     999/8624231     nk_vec2 [15]
-----------------------------------------------
                                                 <spontaneous>
[65]     0.0    0.00    0.00                 nk_draw_button_text_symbol [65]
                0.00    0.00     999/8624231     nk_vec2 [15]
                0.00    0.00    1998/129074      nk_image_color [181]
                0.00    0.00     999/54545       nk_spacing [192]
-----------------------------------------------
                                                 <spontaneous>
[66]     0.0    0.00    0.00                 nk_draw_property [66]
                0.00    0.00     999/8624231     nk_vec2 [15]
                0.00    0.00     999/61360       nk_fill_rect [190]
                0.00    0.00     999/30982       nk_stroke_rect [206]
                0.00    0.00     999/54545       nk_spacing [192]
-----------------------------------------------
                                                 <spontaneous>
[67]     0.0    0.00    0.00                 nk_edit_draw_text [67]
                0.00    0.00     999/8624231     nk_vec2 [15]
                0.00    0.00    1998/1658347     nk_utf_decode [159]
                0.00    0.00     999/467790      nk_font_korean_glyph_ranges [166]
                0.00    0.00     999/54545       nk_spacing [192]
-----------------------------------------------
                0.00    0.00       1/1           save_sys_write_scene_to_state_buffer_dbg [69]
[68]     0.0    0.00    0.00       1         save_sys_write_terrain_to_file_dbg [68]
                0.00    0.00       1/6084        state_entity_add_from_template [30]
                0.00    0.00       5/32          save_sys_load_scene_from_file_dbg [77]
                0.00    0.00       1/202         phys_debug_draw_box_collider_func [70]
                0.00    0.00       1/8322252     phys_debug_draw_aabb_func [21]
                0.00    0.00       1/3           cubemap_load_dbg [150]
                0.00    0.00       1/754762      serialization_serialize_vec3 [163]
                0.00    0.00       1/18023       debug_timer_stop_timer_static_func [214]
                0.00    0.00       1/36046       debug_timer_stop_timer_static_print_func [205]
-----------------------------------------------
                                                 <spontaneous>
[69]     0.0    0.00    0.00                 save_sys_write_scene_to_state_buffer_dbg [69]
                0.00    0.00       1/1           save_sys_write_terrain_to_file_dbg [68]
                0.00    0.00       1/72          file_io_write_bytes_dbg [312]
-----------------------------------------------
                0.00    0.00       1/202         editor_save_write_info_to_file [28]
                0.00    0.00       1/202         editor_save_load_info_from_file [87]
                0.00    0.00       1/202         save_sys_write_terrain_to_file_dbg [68]
                0.00    0.00      11/202         save_sys_load_scene_from_file_dbg [77]
                0.00    0.00     188/202         save_sys_write_empty_scene_to_file [48]
[70]     0.0    0.00    0.00     202         phys_debug_draw_box_collider_func [70]
                0.00    0.00     600/8322252     phys_debug_draw_aabb_func [21]
                0.00    0.00      32/99          serialization_serialize_f32 [308]
                0.00    0.00       5/158         phys_debug_draw_velocity_func [303]
                0.00    0.00       1/754762      serialization_serialize_vec3 [163]
-----------------------------------------------
                                                 <spontaneous>
[71]     0.0    0.00    0.00                 nk_setup [71]
                0.00    0.00       1/1           nk_style_default [72]
                0.00    0.00       1/12691904     nk_triangle_from_direction [49]
                0.00    0.00       1/1           nk_draw_list_init [133]
-----------------------------------------------
                0.00    0.00       1/1           nk_setup [71]
[72]     0.0    0.00    0.00       1         nk_style_default [72]
                0.00    0.00       1/1           nk_style_from_table [73]
-----------------------------------------------
                0.00    0.00       1/1           nk_style_default [72]
[73]     0.0    0.00    0.00       1         nk_style_from_table [73]
                0.00    0.00      59/8624231     nk_vec2 [15]
                0.00    0.00      19/12691904     nk_triangle_from_direction [49]
                0.00    0.00      83/83          nk_style_item_color [310]
                0.00    0.00      18/20          nk_handle_ptr [330]
                0.00    0.00      16/16          nk_rgb [333]
                0.00    0.00      11/6008        nk_rgba [232]
                0.00    0.00       3/3           nk_style_item_hide [350]
-----------------------------------------------
                0.00    0.00   49550/49550       nk_widget_text [75]
[74]     0.0    0.00    0.00   49550         nk_draw_text [74]
                0.00    0.00   49550/12691904     nk_triangle_from_direction [49]
                0.00    0.00   49550/467790      nk_font_korean_glyph_ranges [166]
                0.00    0.00   49550/145800      nk_str_free [179]
                0.00    0.00   10063/25076       nk_murmur_hash [210]
-----------------------------------------------
                                                 <spontaneous>
[75]     0.0    0.00    0.00                 nk_widget_text [75]
                0.00    0.00   49550/49550       nk_draw_text [74]
                0.00    0.00   49550/467790      nk_font_korean_glyph_ranges [166]
-----------------------------------------------
                                                 <spontaneous>
[76]     0.0    0.00    0.00                 nk_zero [76]
                0.00    0.00   18081/12691904     nk_triangle_from_direction [49]
-----------------------------------------------
                0.00    0.00       4/32          save_sys_write_scene_to_file [88]
                0.00    0.00       4/32          save_sys_write_terrain_to_current_file [90]
                0.00    0.00       5/32          save_sys_write_terrain_to_file_dbg [68]
                0.00    0.00       6/32          save_sys_load_scene_from_path_dbg [82]
                0.00    0.00      13/32          save_sys_load_terrain_from_file [47]
[77]     0.0    0.00    0.00      32         save_sys_load_scene_from_file_dbg [77]
                0.00    0.00      11/202         phys_debug_draw_box_collider_func [70]
                0.00    0.00       5/8322252     phys_debug_draw_aabb_func [21]
                0.00    0.00       4/5000        state_point_light_remove [235]
                0.00    0.00       2/158         phys_debug_draw_velocity_func [303]
                0.00    0.00       1/99          serialization_serialize_f32 [308]
                0.00    0.00       1/1000        state_point_light_add [270]
-----------------------------------------------
                0.00    0.00       1/1           program_start [1]
[78]     0.0    0.00    0.00       1         app_init [78]
                0.00    0.00       1/1           gui_init [83]
                0.00    0.00       1/1           editor_save_init [86]
                0.00    0.00       1/44892       camera_get_up [200]
                0.00    0.00       1/2           terrain_create [361]
                0.00    0.00       1/18023       debug_timer_stop_timer_static_func [214]
                0.00    0.00       1/36046       debug_timer_stop_timer_static_print_func [205]
                0.00    0.00       1/41          debug_timer_clear_state [324]
-----------------------------------------------
                                                 <spontaneous>
[79]     0.0    0.00    0.00                 save_sys_deserialize_entity [79]
                0.00    0.00       1/1           save_sys_load_scene_from_path_dbg [82]
                0.00    0.00       1/1           save_sys_serialize_terrain_layout [89]
                0.00    0.00       2/18023       debug_timer_stop_timer_static_func [214]
                0.00    0.00       2/36046       debug_timer_stop_timer_static_print_func [205]
                0.00    0.00       2/41          debug_timer_clear_state [324]
-----------------------------------------------
                                                 <spontaneous>
[80]     0.0    0.00    0.00                 nk_create_page_element [80]
                0.00    0.00    5014/12691904     nk_triangle_from_direction [49]
                0.00    0.00       8/237986      nk__next [172]
-----------------------------------------------
                                                 <spontaneous>
[81]     0.0    0.00    0.00                 nk_create_panel [81]
                0.00    0.00    5007/12691904     nk_triangle_from_direction [49]
                0.00    0.00    5007/237986      nk__next [172]
-----------------------------------------------
                0.00    0.00       1/1           save_sys_deserialize_entity [79]
[82]     0.0    0.00    0.00       1         save_sys_load_scene_from_path_dbg [82]
                0.00    0.00       6/32          save_sys_load_scene_from_file_dbg [77]
-----------------------------------------------
                0.00    0.00       1/1           app_init [78]
[83]     0.0    0.00    0.00       1         gui_init [83]
                0.00    0.00       1/1           nk_glfw3_font_stash_end [92]
                0.00    0.00       1/1           nk_font_atlas_add_from_file [97]
                0.00    0.00       1/1           nk_glfw3_init [98]
                0.00    0.00       1/1           nk_glfw3_font_stash_begin [135]
                0.00    0.00       1/1           nk_style_set_font [382]
                0.00    0.00       1/5           framebuffer_bind [345]
-----------------------------------------------
                0.00    0.00     999/3145811     nk_str_init_fixed [144]
                0.00    0.00    1998/3145811     nk_glfw3_render [5]
                0.00    0.00   14997/3145811     nk_draw_list_stroke_poly_line [12]
                0.00    0.00   16020/3145811     nk_draw_list_push_command [119]
                0.00    0.00   66228/3145811     nk_draw_list_fill_poly_convex [8]
                0.00    0.00  145795/3145811     nk_command_buffer_push [29]
                0.00    0.00  378216/3145811     nk_draw_list_alloc_vertices [105]
                0.00    0.00  378216/3145811     nk_draw_list_alloc_elements [104]
                0.00    0.00  571932/3145811     nk_draw_list_alloc_path [103]
                0.00    0.00 1571410/3145811     nk_buffer_alloc [91]
[84]     0.0    0.00    0.00 3145811         nk_buffer_init_fixed [84]
                0.00    0.00    2997/12691904     nk_triangle_from_direction [49]
-----------------------------------------------
                                  44             assetm_check_texture_tex_file_func [85]
                0.00    0.00       1/158         program_start [1]
                0.00    0.00       1/158         program_sync_phys [25]
                0.00    0.00       2/158         assetm_add_texture [117]
                0.00    0.00       9/158         printf [112]
                0.00    0.00       9/158         _wopendir [113]
                0.00    0.00      41/158         assetm_register_texture_for_load [100]
                0.00    0.00      41/158         assetm_overwrite_texture_idx [101]
                0.00    0.00      54/158         assetm_create_mesh_dbg [96]
[85]     0.0    0.00    0.00     158+44      assetm_check_texture_tex_file_func [85]
                0.00    0.00       2/2000        gui_top_bar_win [60]
                0.00    0.00     126/213         file_io_read_len_dbg [297]
                0.00    0.00       5/15254       input_scroll_callback [217]
                0.00    0.00       4/5           stbds_shmode_func [346]
                0.00    0.00       4/140958      stbds_hash_string [180]
                0.00    0.00       4/236078      stbds_hmput_key [173]
                0.00    0.00       2/4           assetm_init [347]
                0.00    0.00       1/1           file_io_get_info [371]
                                  44             assetm_check_texture_tex_file_func [85]
-----------------------------------------------
                0.00    0.00       1/1           app_init [78]
[86]     0.0    0.00    0.00       1         editor_save_init [86]
                0.00    0.00       1/1           editor_save_load_info_from_file [87]
                0.00    0.00       1/2           terrain_create [361]
-----------------------------------------------
                0.00    0.00       1/1           editor_save_init [86]
[87]     0.0    0.00    0.00       1         editor_save_load_info_from_file [87]
                0.00    0.00       1/202         phys_debug_draw_box_collider_func [70]
                0.00    0.00       2/8322252     phys_debug_draw_aabb_func [21]
                0.00    0.00       9/99          serialization_serialize_f32 [308]
                0.00    0.00       5/158         phys_debug_draw_velocity_func [303]
                0.00    0.00       2/19044       state_entity_remove_child [211]
                0.00    0.00       1/72          file_io_write_bytes_dbg [312]
                0.00    0.00       1/44892       camera_get_up [200]
-----------------------------------------------
                                                 <spontaneous>
[88]     0.0    0.00    0.00                 save_sys_write_scene_to_file [88]
                0.00    0.00       4/32          save_sys_load_scene_from_file_dbg [77]
                0.00    0.00       1/3           cubemap_load_dbg [150]
                0.00    0.00      94/158         phys_debug_draw_velocity_func [303]
                0.00    0.00      47/99          serialization_serialize_f32 [308]
-----------------------------------------------
                0.00    0.00       1/1           save_sys_deserialize_entity [79]
[89]     0.0    0.00    0.00       1         save_sys_serialize_terrain_layout [89]
                0.00    0.00       1/1           save_sys_write_terrain_to_current_file [90]
-----------------------------------------------
                0.00    0.00       1/1           save_sys_serialize_terrain_layout [89]
[90]     0.0    0.00    0.00       1         save_sys_write_terrain_to_current_file [90]
                0.00    0.00       4/32          save_sys_load_scene_from_file_dbg [77]
-----------------------------------------------
                                                 <spontaneous>
[91]     0.0    0.00    0.00                 nk_buffer_alloc [91]
                0.00    0.00 1571410/3145811     nk_buffer_init_fixed [84]
                0.00    0.00       2/578664      terrain_edit_update [164]
-----------------------------------------------
                0.00    0.00       1/1           gui_init [83]
[92]     0.0    0.00    0.00       1         nk_glfw3_font_stash_end [92]
                0.00    0.00       1/1           nk_font_atlas_bake [93]
                0.00    0.00       1/1           nk_handle_id [136]
                0.00    0.00       1/2           nk_glfw3_device_create [131]
                0.00    0.00       1/1           nk_font_atlas_end [377]
-----------------------------------------------
                0.00    0.00       1/1           nk_glfw3_font_stash_end [92]
[93]     0.0    0.00    0.00       1         nk_font_atlas_bake [93]
                0.00    0.00       1/1361248     nk_font_find_glyph [32]
                0.00    0.00       6/467790      nk_font_korean_glyph_ranges [166]
                0.00    0.00       6/2273        nk_utf_at [261]
                0.00    0.00       1/20          nk_handle_ptr [330]
-----------------------------------------------
                                                 <spontaneous>
[94]     0.0    0.00    0.00                 nk_font_init [94]
                0.00    0.00       1/1361248     nk_font_find_glyph [32]
-----------------------------------------------
                0.00    0.00     999/21978       nk__begin [115]
                0.00    0.00     999/21978       nk_glfw3_render [5]
                0.00    0.00    4995/21978       nk_start [110]
                0.00    0.00    4995/21978       nk_finish [108]
                0.00    0.00    4995/21978       nk_panel_end [109]
                0.00    0.00    4995/21978       nk_begin_titled [107]
[95]     0.0    0.00    0.00   21978         nk_clear [95]
                0.00    0.00     999/12691904     nk_triangle_from_direction [49]
                0.00    0.00     999/1998        nk_buffer_clear [263]
-----------------------------------------------
                                  27             assetm_create_mesh_dbg [96]
                0.00    0.00       1/144853      core_data_init [151]
                0.00    0.00       2/144853      cubemap_load_dbg [150]
                0.00    0.00      46/144853      state_entity_add_from_template [30]
                0.00    0.00     999/144853      gizmo_update [126]
                0.00    0.00    3996/144853      app_update [3]
                0.00    0.00    4990/144853      debug_draw_sphere_model_func [116]
                0.00    0.00   26928/144853      debug_draw_sphere_func [111]
                0.00    0.00   45954/144853      renderer_update [24]
                0.00    0.00   61937/144853      renderer_extra_draw_scene_mouse_pick [44]
[96]     0.0    0.00    0.00  144853+27      assetm_create_mesh_dbg [96]
                0.00    0.00      54/158         assetm_check_texture_tex_file_func [85]
                0.00    0.00   95912/236078      stbds_hmput_key [173]
                0.00    0.00      81/213         file_io_read_len_dbg [297]
                                  27             assetm_create_mesh_dbg [96]
-----------------------------------------------
                0.00    0.00       1/1           gui_init [83]
[97]     0.0    0.00    0.00       1         nk_font_atlas_add_from_file [97]
                0.00    0.00       1/1           nk_font_config [99]
                0.00    0.00       1/1           nk_font_atlas_add [128]
                0.00    0.00       1/25076       nk_murmur_hash [210]
-----------------------------------------------
                0.00    0.00       1/1           gui_init [83]
[98]     0.0    0.00    0.00       1         nk_glfw3_init [98]
                0.00    0.00       1/8624231     nk_vec2 [15]
                0.00    0.00       1/1           nk_init_default [138]
                0.00    0.00       1/2           nk_glfw3_device_create [131]
                0.00    0.00       1/20          nk_handle_ptr [330]
-----------------------------------------------
                0.00    0.00       1/1           nk_font_atlas_add_from_file [97]
[99]     0.0    0.00    0.00       1         nk_font_config [99]
                0.00    0.00       1/8624231     nk_vec2 [15]
                0.00    0.00       1/12691904     nk_triangle_from_direction [49]
                0.00    0.00       1/1           nk_font_default_glyph_ranges [378]
-----------------------------------------------
                0.00    0.00       1/42          program_start [1]
                0.00    0.00      41/42          assetm_create_texture_dbg [102]
[100]    0.0    0.00    0.00      42         assetm_register_texture_for_load [100]
                0.00    0.00      41/158         assetm_check_texture_tex_file_func [85]
-----------------------------------------------
                                                 <spontaneous>
[101]    0.0    0.00    0.00                 assetm_overwrite_texture_idx [101]
                0.00    0.00      41/158         assetm_check_texture_tex_file_func [85]
-----------------------------------------------
                                  41             assetm_create_texture_dbg [102]
                0.00    0.00      41/240862      state_update [149]
                0.00    0.00      70/240862      phys_collision_check [147]
                0.00    0.00     998/240862      debug_draw_sphere_model_func [116]
                0.00    0.00     999/240862      gizmo_update [126]
                0.00    0.00    1000/240862      debug_draw_sphere_func [111]
                0.00    0.00    7984/240862      renderer_draw_terrain [118]
                0.00    0.00  229770/240862      renderer_update [24]
[102]    0.0    0.00    0.00  240862+41      assetm_create_texture_dbg [102]
                0.00    0.00      41/42          assetm_register_texture_for_load [100]
                0.00    0.00    1070/236078      stbds_hmput_key [173]
                0.00    0.00       5/140958      stbds_hash_string [180]
                0.00    0.00       1/9978        assetm_get_texture_data_arr_dbg [223]
                                  41             assetm_create_texture_dbg [102]
-----------------------------------------------
                                                 <spontaneous>
[103]    0.0    0.00    0.00                 nk_draw_list_alloc_path [103]
                0.00    0.00  571932/3145811     nk_buffer_init_fixed [84]
                0.00    0.00  162448/1259390     nk_buffer_memory [161]
-----------------------------------------------
                                                 <spontaneous>
[104]    0.0    0.00    0.00                 nk_draw_list_alloc_elements [104]
                0.00    0.00  378216/3145811     nk_buffer_init_fixed [84]
                0.00    0.00  378216/22599397     nk__draw_list_next [154]
-----------------------------------------------
                                                 <spontaneous>
[105]    0.0    0.00    0.00                 nk_draw_list_alloc_vertices [105]
                0.00    0.00  378216/3145811     nk_buffer_init_fixed [84]
-----------------------------------------------
                0.00    0.00     999/4995        gui_properties_win [45]
                0.00    0.00     999/4995        gui_template_browser_win [114]
                0.00    0.00     999/4995        gui_light_hierarchy_win [46]
                0.00    0.00    1998/4995        gui_top_bar_win [60]
[106]    0.0    0.00    0.00    4995         nk_begin [106]
                0.00    0.00    4995/4995        nk_begin_titled [107]
-----------------------------------------------
                0.00    0.00    4995/4995        nk_begin [106]
[107]    0.0    0.00    0.00    4995         nk_begin_titled [107]
                0.00    0.00    4995/21978       nk_clear [95]
                0.00    0.00       5/12691904     nk_triangle_from_direction [49]
                0.00    0.00   14996/237986      nk__next [172]
                0.00    0.00    4995/94527       nk_strlen [184]
                0.00    0.00    4995/25076       nk_murmur_hash [210]
                0.00    0.00    4995/4998        nk_input_has_mouse_click_down_in_rect [236]
                0.00    0.00    4995/18136       nk_input_is_mouse_hovering_rect [213]
                0.00    0.00    1997/147792      nk_rect [178]
                0.00    0.00       5/145800      nk_str_free [179]
-----------------------------------------------
                                                 <spontaneous>
[108]    0.0    0.00    0.00                 nk_finish [108]
                0.00    0.00    4995/21978       nk_clear [95]
-----------------------------------------------
                                                 <spontaneous>
[109]    0.0    0.00    0.00                 nk_panel_end [109]
                0.00    0.00    4995/21978       nk_clear [95]
                0.00    0.00   26015/237986      nk__next [172]
                0.00    0.00    6000/9998        nk_prog [222]
                0.00    0.00    4995/15021       nk_push_scissor [218]
                0.00    0.00    4995/30982       nk_stroke_rect [206]
                0.00    0.00       1/18136       nk_input_is_mouse_hovering_rect [213]
-----------------------------------------------
                                                 <spontaneous>
[110]    0.0    0.00    0.00                 nk_start [110]
                0.00    0.00    4995/21978       nk_clear [95]
-----------------------------------------------
                0.00    0.00    1000/1000        program_start [1]
[111]    0.0    0.00    0.00    1000         debug_draw_sphere_func [111]
                0.00    0.00   26928/144853      assetm_create_mesh_dbg [96]
                0.00    0.00    1000/240862      assetm_create_texture_dbg [102]
-----------------------------------------------
                                                 <spontaneous>
[112]    0.0    0.00    0.00                 printf [112]
                0.00    0.00       9/158         assetm_check_texture_tex_file_func [85]
-----------------------------------------------
                                                 <spontaneous>
[113]    0.0    0.00    0.00                 _wopendir [113]
                0.00    0.00       9/158         assetm_check_texture_tex_file_func [85]
-----------------------------------------------
                                  23             gui_template_browser_win [114]
                0.00    0.00     999/999         gui_update [4]
[114]    0.0    0.00    0.00     999+23      gui_template_browser_win [114]
                0.00    0.00     999/4995        nk_begin [106]
                0.00    0.00      24/25          nk_group_begin [120]
                0.00    0.00    3072/3840        gui_material_properties [248]
                0.00    0.00     128/3446        nk_labelf [251]
                0.00    0.00     128/128         nk_checkbox_label [306]
                0.00    0.00      21/56965       nk_layout_row_push [191]
                0.00    0.00      11/47963       nk_layout_row_begin [196]
                0.00    0.00      10/7004        nk_button_label [228]
                0.00    0.00      10/10          nk_widget_bounds [341]
                0.00    0.00      10/46963       nk_selectable_label [197]
                0.00    0.00       1/1063        shader_template_get [265]
                0.00    0.00       1/1           nk_layout_row_static [380]
                                  23             gui_template_browser_win [114]
-----------------------------------------------
                0.00    0.00     999/999         nk_convert [6]
[115]    0.0    0.00    0.00     999         nk__begin [115]
                0.00    0.00     999/21978       nk_clear [95]
-----------------------------------------------
                                                 <spontaneous>
[116]    0.0    0.00    0.00                 debug_draw_sphere_model_func [116]
                0.00    0.00    4990/144853      assetm_create_mesh_dbg [96]
                0.00    0.00     998/240862      assetm_create_texture_dbg [102]
                0.00    0.00   30919/30919       renderer_direct_draw_mesh_textured [207]
                0.00    0.00    7976/7976        renderer_direct_draw_triangle [227]
                0.00    0.00    1001/1001        renderer_direct_draw_line [268]
                0.00    0.00     998/998         renderer_direct_draw_mesh_textured_mat [289]
-----------------------------------------------
                                                 <spontaneous>
[117]    0.0    0.00    0.00                 assetm_add_texture [117]
                0.00    0.00       2/158         assetm_check_texture_tex_file_func [85]
                0.00    0.00       1/1           asset_io_load_texture_full_path_formatted [364]
-----------------------------------------------
                0.00    0.00     998/998         renderer_update [24]
[118]    0.0    0.00    0.00     998         renderer_draw_terrain [118]
                0.00    0.00    7984/240862      assetm_create_texture_dbg [102]
                0.00    0.00   13972/27959       renderer_init [208]
                0.00    0.00    7984/291641      shader_set_int_handle_no_dbg [171]
                0.00    0.00    3992/205796      shader_set_vec2_f_dbg [174]
                0.00    0.00    1998/36046       debug_timer_stop_timer_static_print_func [205]
                0.00    0.00    1996/48035       assetm_create_material [195]
                0.00    0.00    1996/92845       shader_delete [185]
                0.00    0.00    1996/108807      shader_set_vec3_handle_dbg [183]
-----------------------------------------------
                                                 <spontaneous>
[119]    0.0    0.00    0.00                 nk_draw_list_push_command [119]
                0.00    0.00   16020/3145811     nk_buffer_init_fixed [84]
                0.00    0.00     999/1259390     nk_buffer_memory [161]
                0.00    0.00     999/1015718     nk_buffer_total [162]
-----------------------------------------------
                0.00    0.00       1/25          gui_struct_browser_win [125]
                0.00    0.00      24/25          gui_template_browser_win [114]
[120]    0.0    0.00    0.00      25         nk_group_begin [120]
                0.00    0.00      25/25          nk_group_begin_titled [121]
-----------------------------------------------
                0.00    0.00      25/25          nk_group_begin [120]
[121]    0.0    0.00    0.00      25         nk_group_begin_titled [121]
                0.00    0.00      25/25          nk_group_scrolled_offset_begin [122]
                0.00    0.00      75/237986      nk__next [172]
                0.00    0.00      25/94527       nk_strlen [184]
                0.00    0.00      25/25076       nk_murmur_hash [210]
-----------------------------------------------
                0.00    0.00      25/25          nk_group_begin_titled [121]
[122]    0.0    0.00    0.00      25         nk_group_scrolled_offset_begin [122]
                0.00    0.00      12/12691904     nk_triangle_from_direction [49]
                0.00    0.00      25/151632      nk_layout_space_rect_to_local [177]
                0.00    0.00      24/237986      nk__next [172]
-----------------------------------------------
                0.00    0.00       1/12          gui_top_bar_win [60]
                0.00    0.00      11/12          gui_struct_browser_win [125]
[123]    0.0    0.00    0.00      12         nk_group_end [123]
                0.00    0.00      12/12          nk_group_scrolled_end [124]
-----------------------------------------------
                0.00    0.00      12/12          nk_group_end [123]
